Category,Variable,Measure,Value,Group
pop,1352817,65-69,6405047,Urban
case of NMSC in 2015,0,65-69,495.7506378,Urban
pop,1851490,65-69,8398267,Urban
case of NMSC in 2016,4.073278,65-69,657.5843061,Urban
pop,2253504,65-69,9734324,Urban
case of NMSC in 2017,0.9014016,65-69,792.3739736,Urban
pop,2408681,65-69,11388103,Urban
case of NMSC in 2018,1.9269448,65-69,919.0199121,Urban
Incident of NMSC in 2005,0,70-74,9.03,Urban
Incident of NMSC in 2006,0,70-74,10.54,Urban
Incident of NMSC in 2007,0,70-74,10.07,Urban
Incident of NMSC in 2008,0.31,70-74,12.92,Urban
Incident of NMSC in 2009,0.26,70-74,10.09,Urban
Incident of NMSC in 2010,0,70-74,9.68,Urban
Incident of NMSC in 2011,0,70-74,12.08,Urban
Incident of NMSC in 2012,0.24,70-74,10.81,Urban
Incident of NMSC in 2013,0.11,70-74,10.78,Urban
Incident of NMSC in 2014,0,70-74,11.04,Urban
Incident of NMSC in 2015,0,70-74,11.47,Urban
Incident of NMSC in 2016,0.22,70-74,10.92,Urban
Incident of NMSC in 2017,0.04,70-74,11.5,Urban
Incident of NMSC in 2018,0.08,70-74,11.91,Urban
Incident of NMSC in 2018,0-,70-74,70-74,Urban
pop,196647,70-74,1418167,Urban
case of NMSC in 2005,0,70-74,128.0604801,Urban
pop,246212,70-74,1622114,Urban
case of NMSC in 2006,0,70-74,170.9708156,Urban
pop,256582,70-74,1588323,Urban
case of NMSC in 2007,0,70-74,159.9441261,Urban
pop,320424,70-74,1818933,Urban
case of NMSC in 2008,0.9933144,70-74,235.0061436,Urban
pop,384131,70-74,1852949,Urban
case of NMSC in 2009,0.9987406,70-74,186.9625541,Urban
pop,595402,70-74,2437666,Urban
case of NMSC in 2010,0,70-74,235.9660688,Urban
pop,688959,70-74,2649561,Urban
case of NMSC in 2011,0,70-74,320.0669688,Urban
pop,841767,70-74,2942061,Urban
case of NMSC in 2012,2.0202408,70-74,318.0367941,Urban
pop,923346,70-74,3266396,Urban
case of NMSC in 2013,1.0156806,70-74,352.1174888,Urban
pop,1275248,70-74,4231840,Urban
case of NMSC in 2014,0,70-74,467.195136,Urban
pop,1352817,70-74,4638105,Urban
case of NMSC in 2015,0,70-74,531.9906435,Urban
pop,1851490,70-74,5908537,Urban
case of NMSC in 2016,4.073278,70-74,645.2122404,Urban
pop,2253504,70-74,6650361,Urban
case of NMSC in 2017,0.9014016,70-74,764.791515,Urban
pop,2408681,70-74,7730530,Urban
case of NMSC in 2018,1.9269448,70-74,920.706123,Urban
Incident of NMSC in 2005,0,75-79,14.84,Urban
Incident of NMSC in 2006,0,75-79,13.57,Urban
Incident of NMSC in 2007,0,75-79,14.96,Urban
Incident of NMSC in 2008,0.31,75-79,16.31,Urban
Incident of NMSC in 2009,0.26,75-79,14.93,Urban
Incident of NMSC in 2010,0,75-79,13.46,Urban
Incident of NMSC in 2011,0,75-79,15.51,Urban
Incident of NMSC in 2012,0.24,75-79,16.03,Urban
Incident of NMSC in 2013,0.11,75-79,16.19,Urban
Incident of NMSC in 2014,0,75-79,15.85,Urban
Incident of NMSC in 2015,0,75-79,15.44,Urban
Incident of NMSC in 2016,0.22,75-79,16.09,Urban
Incident of NMSC in 2017,0.04,75-79,15.52,Urban
Incident of NMSC in 2018,0.08,75-79,16.6,Urban
Incident of NMSC in 2018,0-,75-79,75-79,Urban
pop,196647,75-79,916331,Urban
case of NMSC in 2005,0,75-79,135.9835204,Urban
pop,246212,75-79,1061428,Urban
case of NMSC in 2006,0,75-79,144.0357796,Urban
pop,256582,75-79,1056345,Urban
case of NMSC in 2007,0,75-79,158.029212,Urban
pop,320424,75-79,1343086,Urban
case of NMSC in 2008,0.9933144,75-79,219.0573266,Urban
pop,384131,75-79,1433149,Urban
case of NMSC in 2009,0.9987406,75-79,213.9691457,Urban
pop,595402,75-79,1953659,Urban
case of NMSC in 2010,0,75-79,262.9625014,Urban
pop,688959,75-79,2211567,Urban
case of NMSC in 2011,0,75-79,343.0140417,Urban
pop,841767,75-79,2539566,Urban
case of NMSC in 2012,2.0202408,75-79,407.0924298,Urban
pop,923346,75-79,2834701,Urban
case of NMSC in 2013,1.0156806,75-79,458.9380919,Urban
pop,1275248,75-79,3584481,Urban
case of NMSC in 2014,0,75-79,568.1402385,Urban
pop,1352817,75-79,3782920,Urban
case of NMSC in 2015,0,75-79,584.082848,Urban
pop,1851490,75-79,4605815,Urban
case of NMSC in 2016,4.073278,75-79,741.0756335,Urban
pop,2253504,75-79,5032828,Urban
case of NMSC in 2017,0.9014016,75-79,781.0949056,Urban
pop,2408681,75-79,5542420,Urban
case of NMSC in 2018,1.9269448,75-79,920.04172,Urban
Incident of NMSC in 2005,0,80-84,17.2,Urban
Incident of NMSC in 2006,0,80-84,22.86,Urban
Incident of NMSC in 2007,0,80-84,20.3,Urban
Incident of NMSC in 2008,0.31,80-84,19.9,Urban
Incident of NMSC in 2009,0.26,80-84,22.27,Urban
Incident of NMSC in 2010,0,80-84,21.66,Urban
Incident of NMSC in 2011,0,80-84,21.09,Urban
Incident of NMSC in 2012,0.24,80-84,23.41,Urban
Incident of NMSC in 2013,0.11,80-84,20.51,Urban
Incident of NMSC in 2014,0,80-84,20.96,Urban
Incident of NMSC in 2015,0,80-84,20.6,Urban
Incident of NMSC in 2016,0.22,80-84,22.22,Urban
Incident of NMSC in 2017,0.04,80-84,23.94,Urban
Incident of NMSC in 2018,0.08,80-84,24.07,Urban
Incident of NMSC in 2018,0-,80-84,80-84,Urban
pop,196647,80-84,488471,Urban
case of NMSC in 2005,0,80-84,84.017012,Urban
pop,246212,80-84,568714,Urban
case of NMSC in 2006,0,80-84,130.0080204,Urban
pop,256582,80-84,581230,Urban
case of NMSC in 2007,0,80-84,117.98969,Urban
pop,320424,80-84,753584,Urban
case of NMSC in 2008,0.9933144,80-84,149.963216,Urban
pop,384131,80-84,803947,Urban
case of NMSC in 2009,0.9987406,80-84,179.0389969,Urban
pop,595402,80-84,1107798,Urban
case of NMSC in 2010,0,80-84,239.9490468,Urban
pop,688959,80-84,1280054,Urban
case of NMSC in 2011,0,80-84,269.9633886,Urban
pop,841767,80-84,1542357,Urban
case of NMSC in 2012,2.0202408,80-84,361.0657737,Urban
pop,923346,80-84,1774505,Urban
case of NMSC in 2013,1.0156806,80-84,363.9509755,Urban
pop,1275248,80-84,2356926,Urban
case of NMSC in 2014,0,80-84,494.0116896,Urban
pop,1352817,80-84,2606840,Urban
case of NMSC in 2015,0,80-84,537.00904,Urban
pop,1851490,80-84,3209086,Urban
case of NMSC in 2016,4.073278,80-84,713.0589092,Urban
pop,2253504,80-84,3554380,Urban
case of NMSC in 2017,0.9014016,80-84,850.918572,Urban
pop,2408681,80-84,3904609,Urban
case of NMSC in 2018,1.9269448,80-84,939.8393863,Urban
Incident of NMSC in 2005,0,85+,20.24,Urban
Incident of NMSC in 2006,0,85+,31.59,Urban
Incident of NMSC in 2007,0,85+,30.08,Urban
Incident of NMSC in 2008,0.31,85+,30.73,Urban
Incident of NMSC in 2009,0.26,85+,23.6,Urban
Incident of NMSC in 2010,0,85+,23.64,Urban
Incident of NMSC in 2011,0,85+,30.47,Urban
Incident of NMSC in 2012,0.24,85+,28.86,Urban
Incident of NMSC in 2013,0.11,85+,25.81,Urban
Incident of NMSC in 2014,0,85+,27.03,Urban
Incident of NMSC in 2015,0,85+,30.15,Urban
Incident of NMSC in 2016,0.22,85+,29.34,Urban
Incident of NMSC in 2017,0.04,85+,31.07,Urban
Incident of NMSC in 2018,0.08,85+,34.56,Urban
Incident of NMSC in 2018,0-,85+,85+,Urban
pop,196647,85+,281640,Urban
case of NMSC in 2005,0,85+,57.003936,Urban
pop,246212,85+,319692,Urban
case of NMSC in 2006,0,85+,100.9907028,Urban
pop,256582,85+,335763,Urban
case of NMSC in 2007,0,85+,100.9975104,Urban
pop,320424,85+,449103,Urban
case of NMSC in 2008,0.9933144,85+,138.0093519,Urban
pop,384131,85+,487238,Urban
case of NMSC in 2009,0.9987406,85+,114.988168,Urban
pop,595402,85+,660018,Urban
case of NMSC in 2010,0,85+,156.0282552,Urban
pop,688959,85+,764644,Urban
case of NMSC in 2011,0,85+,232.9870268,Urban
pop,841767,85+,959824,Urban
case of NMSC in 2012,2.0202408,85+,277.0052064,Urban
pop,923346,85+,1127642,Urban
case of NMSC in 2013,1.0156806,85+,291.0444002,Urban
pop,1275248,85+,1557338,Urban
case of NMSC in 2014,0,85+,420.9484614,Urban
pop,1352817,85+,1777977,Urban
case of NMSC in 2015,0,85+,536.0600655,Urban
pop,1851490,85+,2225832,Urban
case of NMSC in 2016,4.073278,85+,653.0591088,Urban
pop,2253504,85+,2519875,Urban
case of NMSC in 2017,0.9014016,85+,782.9251625,Urban
pop,2408681,85+,2809937,Urban
case of NMSC in 2018,1.9269448,85+,971.1142272,Urban
Incident of NMSC in 2005,0,1-4,0,Rural
Incident of NMSC in 2006,0.83,1-4,0,Rural
Incident of NMSC in 2007,0,1-4,0,Rural
Incident of NMSC in 2008,0,1-4,0,Rural
Incident of NMSC in 2009,0,1-4,0,Rural
Incident of NMSC in 2010,0,1-4,0.05,Rural
Incident of NMSC in 2011,0,1-4,0.12,Rural
Incident of NMSC in 2012,0.19,1-4,0.02,Rural
Incident of NMSC in 2013,0,1-4,0.06,Rural
Incident of NMSC in 2014,0,1-4,0.02,Rural
Incident of NMSC in 2015,0.06,1-4,0.08,Rural
Incident of NMSC in 2016,0.2,1-4,0.03,Rural
Incident of NMSC in 2017,0.08,1-4,0.06,Rural
Incident of NMSC in 2018,0.1,1-4,0.13,Rural
Incident of NMSC in 2018,0-,1-4,1-4,Rural
pop,132064,1-4,556491,Rural
case of NMSC in 2005,0,1-4,0,Rural
pop,120594,1-4,519974,Rural
case of NMSC in 2006,1.0009302,1-4,0,Rural
pop,149716,1-4,610158,Rural
case of NMSC in 2007,0,1-4,0,Rural
pop,114798,1-4,483284,Rural
case of NMSC in 2008,0,1-4,0,Rural
pop,235911,1-4,1041479,Rural
case of NMSC in 2009,0,1-4,0,Rural
pop,444535,1-4,1845945,Rural
case of NMSC in 2010,0,1-4,0.9229725,Rural
pop,608015,1-4,2530811,Rural
case of NMSC in 2011,0,1-4,3.0369732,Rural
pop,1034932,1-4,4246465,Rural
case of NMSC in 2012,1.9663708,1-4,0.849293,Rural
pop,1188267,1-4,5045688,Rural
case of NMSC in 2013,0,1-4,3.0274128,Rural
pop,1538796,1-4,6469987,Rural
case of NMSC in 2014,0,1-4,1.2939974,Rural
pop,1667166,1-4,7691202,Rural
case of NMSC in 2015,1.0002996,1-4,6.1529616,Rural
pop,1964229,1-4,8740803,Rural
case of NMSC in 2016,3.928458,1-4,2.6222409,Rural
pop,2400144,1-4,10380632,Rural
case of NMSC in 2017,1.9201152,1-4,6.2283792,Rural
pop,2943208,1-4,13384388,Rural
case of NMSC in 2018,2.943208,1-4,17.3997044,Rural
Incident of NMSC in 2005,0,5-9,0,Rural
Incident of NMSC in 2006,0.83,5-9,0,Rural
Incident of NMSC in 2007,0,5-9,0,Rural
Incident of NMSC in 2008,0,5-9,0,Rural
Incident of NMSC in 2009,0,5-9,0,Rural
Incident of NMSC in 2010,0,5-9,0.04,Rural
Incident of NMSC in 2011,0,5-9,0.03,Rural
Incident of NMSC in 2012,0.19,5-9,0.02,Rural
Incident of NMSC in 2013,0,5-9,0.06,Rural
Incident of NMSC in 2014,0,5-9,0.09,Rural
Incident of NMSC in 2015,0.06,5-9,0.04,Rural
Incident of NMSC in 2016,0.2,5-9,0.08,Rural
Incident of NMSC in 2017,0.08,5-9,0.11,Rural
Incident of NMSC in 2018,0.1,5-9,0.16,Rural
Incident of NMSC in 2018,0-,5-9,5-9,Rural
pop,132064,5-9,901135,Rural
case of NMSC in 2005,0,5-9,0,Rural
pop,120594,5-9,784464,Rural
case of NMSC in 2006,1.0009302,5-9,0,Rural
pop,149716,5-9,931680,Rural
case of NMSC in 2007,0,5-9,0,Rural
pop,114798,5-9,723761,Rural
case of NMSC in 2008,0,5-9,0,Rural
pop,235911,5-9,1502814,Rural
case of NMSC in 2009,0,5-9,0,Rural
pop,444535,5-9,2436328,Rural
case of NMSC in 2010,0,5-9,0.9745312,Rural
pop,608015,5-9,3116900,Rural
case of NMSC in 2011,0,5-9,0.93507,Rural
pop,1034932,5-9,5109449,Rural
case of NMSC in 2012,1.9663708,5-9,1.0218898,Rural
pop,1188267,5-9,6369010,Rural
case of NMSC in 2013,0,5-9,3.821406,Rural
pop,1538796,5-9,8044993,Rural
case of NMSC in 2014,0,5-9,7.2404937,Rural
pop,1667166,5-9,9515907,Rural
case of NMSC in 2015,1.0002996,5-9,3.8063628,Rural
pop,1964229,5-9,10980171,Rural
case of NMSC in 2016,3.928458,5-9,8.7841368,Rural
pop,2400144,5-9,13110047,Rural
case of NMSC in 2017,1.9201152,5-9,14.4210517,Rural
pop,2943208,5-9,16771727,Rural
case of NMSC in 2018,2.943208,5-9,26.8347632,Rural
Incident of NMSC in 2005,0,10-14,0,Rural
Incident of NMSC in 2006,0.83,10-14,0,Rural
Incident of NMSC in 2007,0,10-14,0.08,Rural
Incident of NMSC in 2008,0,10-14,0,Rural
Incident of NMSC in 2009,0,10-14,0.1,Rural
Incident of NMSC in 2010,0,10-14,0.22,Rural
Incident of NMSC in 2011,0,10-14,0,Rural
Incident of NMSC in 2012,0.19,10-14,0.06,Rural
Incident of NMSC in 2013,0,10-14,0.06,Rural
Incident of NMSC in 2014,0,10-14,0.04,Rural
Incident of NMSC in 2015,0.06,10-14,0.08,Rural
Incident of NMSC in 2016,0.2,10-14,0.1,Rural
Incident of NMSC in 2017,0.08,10-14,0.11,Rural
Incident of NMSC in 2018,0.1,10-14,0.15,Rural
Incident of NMSC in 2018,0-,10-14,10-14,Rural
pop,132064,10-14,1189289,Rural
case of NMSC in 2005,0,10-14,0,Rural
pop,120594,10-14,1085639,Rural
case of NMSC in 2006,1.0009302,10-14,0,Rural
pop,149716,10-14,1264384,Rural
case of NMSC in 2007,0,10-14,1.0115072,Rural
pop,114798,10-14,1053106,Rural
case of NMSC in 2008,0,10-14,0,Rural
pop,235911,10-14,1916218,Rural
case of NMSC in 2009,0,10-14,1.916218,Rural
pop,444535,10-14,2772008,Rural
case of NMSC in 2010,0,10-14,6.0984176,Rural
pop,608015,10-14,3364797,Rural
case of NMSC in 2011,0,10-14,0,Rural
pop,1034932,10-14,5403525,Rural
case of NMSC in 2012,1.9663708,10-14,3.242115,Rural
pop,1188267,10-14,6345890,Rural
case of NMSC in 2013,0,10-14,3.807534,Rural
pop,1538796,10-14,7742358,Rural
case of NMSC in 2014,0,10-14,3.0969432,Rural
pop,1667166,10-14,8725082,Rural
case of NMSC in 2015,1.0002996,10-14,6.9800656,Rural
pop,1964229,10-14,9977390,Rural
case of NMSC in 2016,3.928458,10-14,9.97739,Rural
pop,2400144,10-14,12121163,Rural
case of NMSC in 2017,1.9201152,10-14,13.3332793,Rural
pop,2943208,10-14,15694423,Rural
case of NMSC in 2018,2.943208,10-14,23.5416345,Rural
Incident of NMSC in 2005,0,15-19,0.09,Rural
Incident of NMSC in 2006,0.83,15-19,0.1,Rural
Incident of NMSC in 2007,0,15-19,0.08,Rural
Incident of NMSC in 2008,0,15-19,0,Rural
Incident of NMSC in 2009,0,15-19,0.05,Rural
Incident of NMSC in 2010,0,15-19,0.07,Rural
Incident of NMSC in 2011,0,15-19,0.12,Rural
Incident of NMSC in 2012,0.19,15-19,0.11,Rural
Incident of NMSC in 2013,0,15-19,0.11,Rural
Incident of NMSC in 2014,0,15-19,0.17,Rural
Incident of NMSC in 2015,0.06,15-19,0.15,Rural
Incident of NMSC in 2016,0.2,15-19,0.15,Rural
Incident of NMSC in 2017,0.08,15-19,0.18,Rural
Incident of NMSC in 2018,0.1,15-19,0.21,Rural
Incident of NMSC in 2018,0-,15-19,15-19,Rural
pop,132064,15-19,1154056,Rural
case of NMSC in 2005,0,15-19,1.0386504,Rural
pop,120594,15-19,1042560,Rural
case of NMSC in 2006,1.0009302,15-19,1.04256,Rural
pop,149716,15-19,1213378,Rural
case of NMSC in 2007,0,15-19,0.9707024,Rural
pop,114798,15-19,1013705,Rural
case of NMSC in 2008,0,15-19,0,Rural
pop,235911,15-19,1900672,Rural
case of NMSC in 2009,0,15-19,0.950336,Rural
pop,444535,15-19,3066274,Rural
case of NMSC in 2010,0,15-19,2.1463918,Rural
pop,608015,15-19,4000279,Rural
case of NMSC in 2011,0,15-19,4.8003348,Rural
pop,1034932,15-19,6547529,Rural
case of NMSC in 2012,1.9663708,15-19,7.2022819,Rural
pop,1188267,15-19,7435288,Rural
case of NMSC in 2013,0,15-19,8.1788168,Rural
pop,1538796,15-19,8857711,Rural
case of NMSC in 2014,0,15-19,15.0581087,Rural
pop,1667166,15-19,9582723,Rural
case of NMSC in 2015,1.0002996,15-19,14.3740845,Rural
pop,1964229,15-19,10991951,Rural
case of NMSC in 2016,3.928458,15-19,16.4879265,Rural
pop,2400144,15-19,12967812,Rural
case of NMSC in 2017,1.9201152,15-19,23.3420616,Rural
pop,2943208,15-19,16368594,Rural
case of NMSC in 2018,2.943208,15-19,34.3740474,Rural
Incident of NMSC in 2005,0,20-24,0,Rural
Incident of NMSC in 2006,0.83,20-24,0,Rural
Incident of NMSC in 2007,0,20-24,0,Rural
Incident of NMSC in 2008,0,20-24,0.1,Rural
Incident of NMSC in 2009,0,20-24,0,Rural
Incident of NMSC in 2010,0,20-24,0.25,Rural
Incident of NMSC in 2011,0,20-24,0.2,Rural
Incident of NMSC in 2012,0.19,20-24,0.14,Rural
Incident of NMSC in 2013,0,20-24,0.14,Rural
Incident of NMSC in 2014,0,20-24,0.16,Rural
Incident of NMSC in 2015,0.06,20-24,0.16,Rural
Incident of NMSC in 2016,0.2,20-24,0.15,Rural
Incident of NMSC in 2017,0.08,20-24,0.2,Rural
Incident of NMSC in 2018,0.1,20-24,0.17,Rural
Incident of NMSC in 2018,0-,20-24,20-24,Rural
pop,132064,20-24,1020487,Rural
case of NMSC in 2005,0,20-24,0,Rural
pop,120594,20-24,918813,Rural
case of NMSC in 2006,1.0009302,20-24,0,Rural
pop,149716,20-24,1111889,Rural
case of NMSC in 2007,0,20-24,0,Rural
pop,114798,20-24,968502,Rural
case of NMSC in 2008,0,20-24,0.968502,Rural
pop,235911,20-24,2151751,Rural
case of NMSC in 2009,0,20-24,0,Rural
pop,444535,20-24,3599952,Rural
case of NMSC in 2010,0,20-24,8.99988,Rural
pop,608015,20-24,4992606,Rural
case of NMSC in 2011,0,20-24,9.985212,Rural
pop,1034932,20-24,8303801,Rural
case of NMSC in 2012,1.9663708,20-24,11.6253214,Rural
pop,1188267,20-24,9284188,Rural
case of NMSC in 2013,0,20-24,12.9978632,Rural
pop,1538796,20-24,11274055,Rural
case of NMSC in 2014,0,20-24,18.038488,Rural
pop,1667166,20-24,12241633,Rural
case of NMSC in 2015,1.0002996,20-24,19.5866128,Rural
pop,1964229,20-24,13455678,Rural
case of NMSC in 2016,3.928458,20-24,20.183517,Rural
pop,2400144,20-24,15574905,Rural
case of NMSC in 2017,1.9201152,20-24,31.14981,Rural
pop,2943208,20-24,19856871,Rural
case of NMSC in 2018,2.943208,20-24,33.7566807,Rural
Incident of NMSC in 2005,0,25-29,0.17,Rural
Incident of NMSC in 2006,0.83,25-29,0.19,Rural
Incident of NMSC in 2007,0,25-29,0.16,Rural
Incident of NMSC in 2008,0,25-29,0,Rural
Incident of NMSC in 2009,0,25-29,0.04,Rural
Incident of NMSC in 2010,0,25-29,0.27,Rural
Incident of NMSC in 2011,0,25-29,0.2,Rural
Incident of NMSC in 2012,0.19,25-29,0.29,Rural
Incident of NMSC in 2013,0,25-29,0.18,Rural
Incident of NMSC in 2014,0,25-29,0.22,Rural
Incident of NMSC in 2015,0.06,25-29,0.28,Rural
Incident of NMSC in 2016,0.2,25-29,0.33,Rural
Incident of NMSC in 2017,0.08,25-29,0.28,Rural
Incident of NMSC in 2018,0.1,25-29,0.28,Rural
Incident of NMSC in 2018,0-,25-29,25-29,Rural
pop,132064,25-29,1169183,Rural
case of NMSC in 2005,0,25-29,1.9876111,Rural
pop,120594,25-29,1049050,Rural
case of NMSC in 2006,1.0009302,25-29,1.993195,Rural
pop,149716,25-29,1257645,Rural
case of NMSC in 2007,0,25-29,2.012232,Rural
pop,114798,25-29,1081644,Rural
case of NMSC in 2008,0,25-29,0,Rural
pop,235911,25-29,2226771,Rural
case of NMSC in 2009,0,25-29,0.8907084,Rural
pop,444535,25-29,3274465,Rural
case of NMSC in 2010,0,25-29,8.8410555,Rural
pop,608015,25-29,4444446,Rural
case of NMSC in 2011,0,25-29,8.888892,Rural
pop,1034932,25-29,7478474,Rural
case of NMSC in 2012,1.9663708,25-29,21.6875746,Rural
pop,1188267,25-29,8861382,Rural
case of NMSC in 2013,0,25-29,15.9504876,Rural
pop,1538796,25-29,11590288,Rural
case of NMSC in 2014,0,25-29,25.4986336,Rural
pop,1667166,25-29,13802510,Rural
case of NMSC in 2015,1.0002996,25-29,38.647028,Rural
pop,1964229,25-29,15125894,Rural
case of NMSC in 2016,3.928458,25-29,49.9154502,Rural
pop,2400144,25-29,17111848,Rural
case of NMSC in 2017,1.9201152,25-29,47.9131744,Rural
pop,2943208,25-29,21427594,Rural
case of NMSC in 2018,2.943208,25-29,59.9972632,Rural
Incident of NMSC in 2005,0,30-34,0.08,Rural
Incident of NMSC in 2006,0.83,30-34,0.08,Rural
Incident of NMSC in 2007,0,30-34,0.07,Rural
Incident of NMSC in 2008,0,30-34,0,Rural
Incident of NMSC in 2009,0,30-34,0.3,Rural
Incident of NMSC in 2010,0,30-34,0.29,Rural
Incident of NMSC in 2011,0,30-34,0.23,Rural
Incident of NMSC in 2012,0.19,30-34,0.32,Rural
Incident of NMSC in 2013,0,30-34,0.37,Rural
Incident of NMSC in 2014,0,30-34,0.3,Rural
Incident of NMSC in 2015,0.06,30-34,0.32,Rural
Incident of NMSC in 2016,0.2,30-34,0.39,Rural
Incident of NMSC in 2017,0.08,30-34,0.38,Rural
Incident of NMSC in 2018,0.1,30-34,0.39,Rural
Incident of NMSC in 2018,0-,30-34,30-34,Rural
pop,132064,30-34,1317090,Rural
case of NMSC in 2005,0,30-34,1.053672,Rural
pop,120594,30-34,1201671,Rural
case of NMSC in 2006,1.0009302,30-34,0.9613368,Rural
pop,149716,30-34,1398319,Rural
case of NMSC in 2007,0,30-34,0.9788233,Rural
pop,114798,30-34,1222148,Rural
case of NMSC in 2008,0,30-34,0,Rural
pop,235911,30-34,2360292,Rural
case of NMSC in 2009,0,30-34,7.080876,Rural
pop,444535,30-34,3434542,Rural
case of NMSC in 2010,0,30-34,9.9601718,Rural
pop,608015,30-34,4366627,Rural
case of NMSC in 2011,0,30-34,10.0432421,Rural
pop,1034932,30-34,7191826,Rural
case of NMSC in 2012,1.9663708,30-34,23.0138432,Rural
pop,1188267,30-34,8153750,Rural
case of NMSC in 2013,0,30-34,30.168875,Rural
pop,1538796,30-34,10106946,Rural
case of NMSC in 2014,0,30-34,30.320838,Rural
pop,1667166,30-34,11700927,Rural
case of NMSC in 2015,1.0002996,30-34,37.4429664,Rural
pop,1964229,30-34,12713880,Rural
case of NMSC in 2016,3.928458,30-34,49.584132,Rural
pop,2400144,30-34,15294407,Rural
case of NMSC in 2017,1.9201152,30-34,58.1187466,Rural
pop,2943208,30-34,20195142,Rural
case of NMSC in 2018,2.943208,30-34,78.7610538,Rural
Incident of NMSC in 2005,0,35-39,0.16,Rural
Incident of NMSC in 2006,0.83,35-39,0.6,Rural
Incident of NMSC in 2007,0,35-39,0.38,Rural
Incident of NMSC in 2008,0,35-39,0.47,Rural
Incident of NMSC in 2009,0,35-39,0.41,Rural
Incident of NMSC in 2010,0,35-39,0.31,Rural
Incident of NMSC in 2011,0,35-39,0.47,Rural
Incident of NMSC in 2012,0.19,35-39,0.33,Rural
Incident of NMSC in 2013,0,35-39,0.54,Rural
Incident of NMSC in 2014,0,35-39,0.54,Rural
Incident of NMSC in 2015,0.06,35-39,0.48,Rural
Incident of NMSC in 2016,0.2,35-39,0.38,Rural
Incident of NMSC in 2017,0.08,35-39,0.48,Rural
Incident of NMSC in 2018,0.1,35-39,0.53,Rural
Incident of NMSC in 2018,0-,35-39,35-39,Rural
pop,132064,35-39,1238383,Rural
case of NMSC in 2005,0,35-39,1.9814128,Rural
pop,120594,35-39,1167421,Rural
case of NMSC in 2006,1.0009302,35-39,7.004526,Rural
pop,149716,35-39,1317286,Rural
case of NMSC in 2007,0,35-39,5.0056868,Rural
pop,114798,35-39,1285827,Rural
case of NMSC in 2008,0,35-39,6.0433869,Rural
pop,235911,35-39,2452487,Rural
case of NMSC in 2009,0,35-39,10.0551967,Rural
pop,444535,35-39,3852198,Rural
case of NMSC in 2010,0,35-39,11.9418138,Rural
pop,608015,35-39,4907113,Rural
case of NMSC in 2011,0,35-39,23.0634311,Rural
pop,1034932,35-39,7893621,Rural
case of NMSC in 2012,1.9663708,35-39,26.0489493,Rural
pop,1188267,35-39,8997873,Rural
case of NMSC in 2013,0,35-39,48.5885142,Rural
pop,1538796,35-39,10922658,Rural
case of NMSC in 2014,0,35-39,58.9823532,Rural
pop,1667166,35-39,11982639,Rural
case of NMSC in 2015,1.0002996,35-39,57.5166672,Rural
pop,1964229,35-39,13733490,Rural
case of NMSC in 2016,3.928458,35-39,52.187262,Rural
pop,2400144,35-39,16360405,Rural
case of NMSC in 2017,1.9201152,35-39,78.529944,Rural
pop,2943208,35-39,20793522,Rural
case of NMSC in 2018,2.943208,35-39,110.2056666,Rural
Incident of NMSC in 2005,0,40-44,0.45,Rural
Incident of NMSC in 2006,0.83,40-44,0.67,Rural
Incident of NMSC in 2007,0,40-44,0.75,Rural
Incident of NMSC in 2008,0,40-44,0.67,Rural
Incident of NMSC in 2009,0,40-44,0.63,Rural
Incident of NMSC in 2010,0,40-44,0.74,Rural
Incident of NMSC in 2011,0,40-44,0.85,Rural
Incident of NMSC in 2012,0.19,40-44,0.76,Rural
Incident of NMSC in 2013,0,40-44,0.94,Rural
Incident of NMSC in 2014,0,40-44,0.68,Rural
Incident of NMSC in 2015,0.06,40-44,0.81,Rural
Incident of NMSC in 2016,0.2,40-44,0.75,Rural
Incident of NMSC in 2017,0.08,40-44,0.74,Rural
Incident of NMSC in 2018,0.1,40-44,0.78,Rural
Incident of NMSC in 2018,0-,40-44,40-44,Rural
pop,132064,40-44,1100602,Rural
case of NMSC in 2005,0,40-44,4.952709,Rural
pop,120594,40-44,1046486,Rural
case of NMSC in 2006,1.0009302,40-44,7.0114562,Rural
pop,149716,40-44,1197710,Rural
case of NMSC in 2007,0,40-44,8.982825,Rural
pop,114798,40-44,1193285,Rural
case of NMSC in 2008,0,40-44,7.9950095,Rural
pop,235911,40-44,2390991,Rural
case of NMSC in 2009,0,40-44,15.0632433,Rural
pop,444535,40-44,4049308,Rural
case of NMSC in 2010,0,40-44,29.9648792,Rural
pop,608015,40-44,5191348,Rural
case of NMSC in 2011,0,40-44,44.126458,Rural
pop,1034932,40-44,8902075,Rural
case of NMSC in 2012,1.9663708,40-44,67.65577,Rural
pop,1188267,40-44,10355298,Rural
case of NMSC in 2013,0,40-44,97.3398012,Rural
pop,1538796,40-44,12635523,Rural
case of NMSC in 2014,0,40-44,85.9215564,Rural
pop,1667166,40-44,14116388,Rural
case of NMSC in 2015,1.0002996,40-44,114.3427428,Rural
pop,1964229,40-44,15636104,Rural
case of NMSC in 2016,3.928458,40-44,117.27078,Rural
pop,2400144,40-44,18003058,Rural
case of NMSC in 2017,1.9201152,40-44,133.2226292,Rural
pop,2943208,40-44,22569084,Rural
case of NMSC in 2018,2.943208,40-44,176.0388552,Rural
